system:index,Dissolved Reactive Phosphorus,Electrical Conductance,Index,Latitude,Longitude,MNDWI,NDMI,Sample Date,Total Alkalinity,elevation,green,humidity,modis_lc_class,nir,pet,population_3km,precip_0d,precip_1d,precip_3d_sum,slope,soil_clay,soil_ph,soil_sand,swir16,swir22,temp_c,water_occurrence,.geo
00000000000000001d49,100,700,7498,-25.20639038,27.55800056,-0.143983207,0.076704987,26-02-2015,140.6710052,956,9991,39.63466678,10,15570.5,204.40001,459.2474736,0,2.471648825,2.471648825,5.194470619,29,67,55,13352,10819.5,26.81498553,0,"{""type"":""Point"",""coordinates"":[27.5580005645752,-25.20639038085938]}"
00000000000000001d4a,20,39.5,7499,-25.73410988,27.21422005,-0.220765361,-0.023880311,26-02-2015,16.22100067,1450,10222,44.36202342,10,15267,194.2,225.9501022,0,0,0,14.86415068,25,64,55,16014,13104,24.62895037,0,"{""type"":""Point"",""coordinates"":[27.21422004699707,-25.73410987854004]}"
00000000000000001d4b,20,94.30000305,7500,-27.52750015,30.858056,-0.196006767,0.103720282,26-02-2015,37.0719986,961,9624,71.68559187,10,17630,166.3,422.8924235,0,0,2.750064676,4.251223644,26,66,58,14316.5,11501.5,21.96700376,0,"{""type"":""Point"",""coordinates"":[30.858055999999998,-27.52750015258789]}"
00000000000000001d4c,20,594,7501,-27.36361122,31.78333282,-0.183221371,0.142196306,26-02-2015,248.1710052,165,9088.5,72.20085535,9,17531,170.5,205.2347909,0,0,0,2.780288516,26,62,56,13166,10162,25.68217303,0,"{""type"":""Point"",""coordinates"":[31.78333282470703,-27.363611221313477]}"
00000000000000001d4d,20,111.0999985,7502,-30.13573889,30.67422222,0.049090909,0.108058174,26-02-2015,37.84199905,41,10386,81.84153057,9,11695,156.6,2396.777418,0,0,21.31861428,0.927409937,22,59,62,9414,8503.5,24.03731626,10,"{""type"":""Point"",""coordinates"":[30.67422222,-30.13573889]}"
00000000000000001d4e,21,1310,7503,-28.37694359,24.303056,-0.186231039,-0.021725657,26-02-2015,196.4149933,1013,10461,54.74957438,7,14600.5,230.7,15.65259827,0,0,38.70508464,3.292050869,22,73,64,15249,13276,22.61617368,0,"{""type"":""Point"",""coordinates"":[24.303056000000005,-28.376943588256836]}"
00000000000000001d4f,20,139.6000061,7504,-34.329722,18.99027824,-0.177880466,0.031435792,26-02-2015,12.58300018,8,9295.5,80.91471722,9,14182.5,166.40001,5339.354024,0,0,0,4.760536388,19,62,61,13318,11005.5,19.28894386,0,"{""type"":""Point"",""coordinates"":[18.99027824401856,-34.329722]}"
00000000000000001d50,99,822,7505,-24.69514084,27.40905952,-0.155180214,0.052650177,27-02-2015,173.4089966,907,9803.5,58.1867238,12,14895,210.1,171.2819333,0,0,0,14.55362964,33,68,49,13405,10626,23.73627625,0,"{""type"":""Point"",""coordinates"":[27.409059524536133,-24.69514083862305]}"
00000000000000001d51,20,540,7506,-27.573056,24.746389,-0.169960126,0.045695495,27-02-2015,137.7429962,1094,9419.5,69.34991741,10,14548.5,235,5544.679125,0,3.467390888,26.13942074,1.397953513,26,65,62,13277,11270,21.38137716,0,"{""type"":""Point"",""coordinates"":[24.746389,-27.573056]}"
00000000000000001d52,20,922,7507,-27.902778,24.615556,-0.236207564,0.034846763,27-02-2015,166.0359955,1053,10366,64.32467292,7,17989,230.90001,1644.549551,0,0,18.22805828,1.049385724,21,69,65,16777.5,12946.5,21.70820007,0,"{""type"":""Point"",""coordinates"":[24.615556000000005,-27.902778]}"
00000000000000001d53,54,389,7508,-28.058889,30.37361145,,,27-02-2015,105.473999,1142,,82.8373631,10,,176.40001,363.8799591,10.31741826,0,10.31741826,0,21,64,63,,,19.68142598,0,"{""type"":""Point"",""coordinates"":[30.373611450195312,-28.058889000000004]}"
00000000000000001d54,20,370,7509,-29.803611,30.51611137,-0.198978367,0.120272933,27-02-2015,103.5770035,604,9173.5,88.49528686,14,17485.5,152.7,982.1076974,7.98880245,0,17.5957592,2.828045668,29,69,54,13731,10539,20.12738953,0,"{""type"":""Point"",""coordinates"":[30.516111373901367,-29.803610999999993]}"
00000000000000001d55,39,200,7510,-29.14055634,31.391944,0.003654423,0.193813143,3/3/2015,80.16999817,29,10711,62.57869967,13,15745.5,161.8,43813.82254,0,0,0,0,28,62,52,10633,9107,20.6483621,25,"{""type"":""Point"",""coordinates"":[31.391943999999995,-29.14055633544922]}"
00000000000000001d56,20,141.1999969,7511,-26.03610992,30.99777985,,,3/3/2015,52.43600082,751,,61.0941763,10,,173.3,3820.791464,0,0,0,24.27704361,39,65,39,,,16.21297798,0,"{""type"":""Point"",""coordinates"":[30.99777984619141,-26.03610992431641]}"
00000000000000001d57,27,254,7512,-28.801278,31.95538902,-0.151522935,0.060543089,3/3/2015,63.29700089,10,9910,56.27160913,12,15183,169.6,2664.821849,0,0,11.23439074,1.058299984,23,59,59,13449.5,11882,21.97331327,28,"{""type"":""Point"",""coordinates"":[31.95538902282715,-28.801278]}"
00000000000000001d58,155,606,7513,-26.97027779,27.21111107,0.065820389,0.031662186,3/3/2015,115.9779968,1326,8732,49.35949901,10,8154,199.8,80.65729868,0,0,4.643052973,0,,,,7653.5,7518.5,18.6405496,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
00000000000000001d59,65,234,7514,-27.671111,27.2369442,-0.13094613,0.056471536,3/3/2015,86,1343,10345,48.67800777,13,15074,209.5,12766.37872,0,0,0,4.282532506,30,67,54,13462.5,11134,19.02824491,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
00000000000000001d5a,20,375,7515,-34.03194427,22.05333328,-0.147009057,0.027428475,3/3/2015,19.91200066,54,8570,43.16557879,8,12174,162.7,1642.067714,0,0,0,27.21565871,16,58,68,11524,9780,25.3851785,0,"{""type"":""Point"",""coordinates"":[22.0533332824707,-34.03194427490235]}"
00000000000000001d5b,20,257.8999939,7516,-34.03972244,22.13333321,-0.208235963,0.114857257,3/3/2015,15,8,9402,43.16557879,9,18071,161.8,152.4445584,0,0,0,1.854334169,19,64,61,14347.5,10450,25.3851785,0,"{""type"":""Point"",""coordinates"":[22.133333206176758,-34.03972244262696]}"
00000000000000001d5c,168,734,7517,-25.45963889,28.26430556,-0.201241791,0.078000389,3/3/2015,228.4109955,1098,9455.5,51.31996907,10,16626,192.90001,231.3726619,0,0,0,2.96339529,23,64,63,14220,11217,19.70215441,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
00000000000000001d5d,165,683,7518,-27.01011111,26.69808333,-0.076641687,0.143088214,4/3/2015,137.1260071,1291,9087,41.97758873,10,14134,210,3398.219243,0,0,0,3.847464255,,,,10595.5,8740,21.65708694,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
00000000000000001d5e,100,571,7519,-25.81048333,27.90955222,-0.213776822,0.009529052,4/3/2015,141.7409973,1184,9325,40.15254238,7,14673,191.90001,1554.076475,0,0,0,3.5999893,27,65,54,14396,11498,20.89195023,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
00000000000000001d5f,67,358,7520,-29.641944,30.6875,-0.159477493,0.180920452,4/3/2015,57,267,8944,65.78214144,9,17788.5,158.7,7744.692514,0,0,30.87173866,11.42721237,18,60,65,12338,9481.5,20.91896845,2,"{""type"":""Point"",""coordinates"":[30.6875,-29.64194399999999]}"
00000000000000001d60,20,219.1000061,7521,-28.74777794,31.745833,-0.234629159,0.053543766,4/3/2015,60.92300034,54,9563.5,54.28196434,10,17172.5,171.40001,4098.569954,0,0,0,6.95663271,25,69,59,15427,12446.5,22.91799189,0,"{""type"":""Point"",""coordinates"":[31.745833,-28.747777938842773]}"
00000000000000001d61,20,669,7522,-26.64805603,27.089444,-0.205915623,0.104822031,4/3/2015,219.8630066,1357,9477,49.40647642,10,17762.5,197.3,592.6822819,0,0,0,1.037605708,25,62,62,14392,10707.5,20.32342809,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
00000000000000001d62,178,823,7523,-26.88027763,26.96500015,-0.250045682,-0.020450782,4/3/2015,207.3840027,1302,10260.5,44.37164386,10,16417,201.8,176.5934708,0,0,0,1.393106924,,,,17102.5,14088,21.55544306,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
00000000000000001d63,148,808,7524,-26.98472222,26.63227778,-0.205177051,0.031633602,4/3/2015,174.6190033,1289,10639.5,42.35717547,10,17186.5,207.8,44422.56933,0,0,0,5.189790205,27,68,58,16132.5,13262,21.69818395,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
00000000000000001d64,182,660,7525,-27.39861107,26.614722,-0.157735156,0.106252438,4/3/2015,140.4299927,1257,9167,40.04063793,10,15596.5,218.2,4748.400005,0,0,0,5.579448911,30,67,55,12600.5,10476.5,21.81000036,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
00000000000000001d65,65,239.8999939,7526,-27.671111,27.2369442,-0.129539249,0.071112841,4/3/2015,90.43599701,1343,10121.5,41.15427415,13,15145,209.5,12766.37872,0,0,0,4.282532506,30,67,54,13134,10747.5,21.05641963,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
00000000000000001d66,20,1392,7527,-34.02861023,22.22221947,-0.154669941,0.126445152,4/3/2015,112.9540024,5,8781.5,61.15156757,2,15467.5,159.2,9924.043187,7.217294216,0,7.217294216,12.26645581,17,52,65,11995,9685,22.44411494,0,"{""type"":""Point"",""coordinates"":[22.22221946716309,-34.02861022949219]}"
00000000000000001d67,26,725,7528,-27.39999962,26.62472153,-0.150245166,0.106230793,4/3/2015,153.1699982,1256,9185,40.04063793,10,15388.5,218.2,9419.340181,0,0,0,0.927409937,27,67,60,12433,10164.5,21.81000036,0,"{""type"":""Point"",""coordinates"":[26.62472152709961,-27.399999618530273]}"
00000000000000001d68,20,66.69999695,7529,-29.38055611,30.27750015,-0.200700986,0.112973961,5/3/2015,10,1071,9122,74.92056293,8,17193.5,152.7,175.0966066,0,0,0,2.137672972,27,61,52,13703,10351.5,19.0341348,0,"{""type"":""Point"",""coordinates"":[30.277500152587894,-29.38055610656738]}"
00000000000000001d69,182,655,7530,-26.73806,27.59193993,0.047789421,0.085070392,5/3/2015,112.7289963,1417,9225,45.24599244,10,9942.5,193.3,1236.271456,0,0,0,0.927409937,25,68,54,8383.5,7940.5,21.57384834,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
00000000000000001d6a,20,861,7531,-26.45000076,28.0858326,-0.200561308,0.059871466,5/3/2015,115.0839996,1476,9400,47.22563612,10,15914.5,186.7,2497.012211,0,0,0,3.239776951,29,64,53,14116.5,11178,20.76907946,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
00000000000000001d6b,20,459,7532,-34.00583267,22.351111,-0.242569703,-0.016858714,5/3/2015,15.69400024,138,9467.5,81.96526669,9,15016.5,156.5,1085.432291,0,11.35267952,11.35267952,5.255011444,22,63,60,15531.5,12387.5,17.51313871,0,"{""type"":""Point"",""coordinates"":[22.351111000000003,-34.00583267211914]}"
00000000000000001d6c,5,57.20000076,7533,-29.74416733,29.905833,-0.033158161,0.188339585,6/3/2015,25.5,917,9061,77.74939788,10,14176,161,1138.658403,0,0,0,18.34238604,29,70,46,9682.5,8473.5,18.22280019,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
00000000000000001d6d,39,265.2000122,7534,-27.00222015,28.76527977,-0.165545144,-0.008250975,6/3/2015,102.1529999,1497,9951.5,59.32551028,12,13672.5,183.40001,14.21860327,0,0,0,2.968161592,27,69,57,13900,11319,20.68748118,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
00000000000000001d6e,52,271.7000122,7535,-27.02313995,28.59388924,-0.010727115,0.056104389,6/3/2015,95.74500275,1493,9983,58.69623333,13,11412,185.5,8456.467789,0,0,0,5.882007317,29,65,57,10199.5,9305,20.89451243,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
00000000000000001d6f,18,304.5,7536,-34.250556,20.99250031,-0.162720745,-0.028760302,17-02-2011,46.37200165,31,4314.5,88.28942247,9,5656.5,179.40001,68.71372209,0,0,10.00458689,18.15443456,18,71,68,5991.5,4930.5,20.3774868,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d70,20,107.6999969,7537,-22.43772222,31.07805556,-0.136520299,0.114277741,9/3/2015,33.72900009,258,9645.5,58.05840627,10,15971.5,196.40001,22.44234758,0,0,0,8.80371053,18,67,69,12695.5,10759.5,26.83709297,0,"{""type"":""Point"",""coordinates"":[31.078055560000003,-22.437722220000005]}"
00000000000000001d71,20,98.69999695,7538,-24.99328041,30.81443977,-0.178227382,0.173062678,9/3/2015,44.25600052,1225,9149,72.2950853,8,18608,149.90001,31.60867109,0,0,0,4.738186463,34,60,43,13117.5,9852,18.17449532,0,"{""type"":""Point"",""coordinates"":[30.81443977355958,-24.993280410766598]}"
00000000000000001d72,20,79.40000153,7539,-28.73555565,29.820556,,,9/3/2015,22.95000076,954,,63.34182177,10,,180.3,6068.780585,0,0.317453435,0.317453435,3.851993413,28,66,52,,,20.38437487,0,"{""type"":""Point"",""coordinates"":[29.820556,-28.735555648803714]}"
00000000000000001d73,171,636,7540,-26.97027779,27.21111107,0.065820389,0.031662186,9/3/2015,116.2819977,1326,8732,43.78297358,10,8154,199.8,80.65729868,0,0,0,0,,,,7653.5,7518.5,21.47169584,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
00000000000000001d74,178,876,7541,-26.88027763,26.96500015,-0.250045682,-0.020450782,9/3/2015,230.4750061,1302,10260.5,44.74377758,10,16417,201.8,176.5934708,0,0,0,1.393106924,,,,17102.5,14088,21.91293933,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
00000000000000001d75,137,568,7542,-26.510278,28.35138893,-0.213673163,-0.024259397,9/3/2015,152.1589966,1516,9834,46.43948381,13,14459.5,183.8,25255.28699,0,0,0,2.072039129,26,67,57,15178.5,12866,19.23341459,0,"{""type"":""Point"",""coordinates"":[28.35138893127441,-26.510278]}"
00000000000000001d76,182,721,7543,-26.73806,27.59193993,0.047789421,0.085070392,9/3/2015,120.4810028,1417,9225,49.1243623,10,9942.5,193.3,1236.271456,0,0,0,0.927409937,25,68,54,8383.5,7940.5,19.95924466,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
00000000000000001d77,20,856,7544,-26.45000076,28.0858326,-0.200561308,0.059871466,9/3/2015,102.3590012,1476,9400,48.14428341,10,15914.5,186.7,2497.012211,0,0,0,3.239776951,29,64,53,14116.5,11178,19.59799792,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
00000000000000001d78,148,917,7545,-26.98472222,26.63227778,-0.205177051,0.031633602,9/3/2015,204,1289,10639.5,44.75444269,10,17186.5,207.8,44422.56933,0,0,0,5.189790205,27,68,58,16132.5,13262,22.13152657,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
00000000000000001d79,74,219.8999939,7546,-29.16027832,26.573333,,,9/3/2015,84.57800293,1339,,53.79480934,10,,220.1,19.75465756,0,11.71777664,11.71777664,0.927409937,23,74,64,,,20.73813464,0,"{""type"":""Point"",""coordinates"":[26.573333,-29.160278320312504]}"
00000000000000001d7a,165,695,7547,-27.01011111,26.69808333,-0.076641687,0.143088214,10/3/2015,142.4409943,1291,9087,36.58467845,10,14134,210,3398.219243,0,0,0,3.847464255,,,,10595.5,8740,23.25055148,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
00000000000000001d7b,63,721,7548,-25.20639038,27.55800056,-0.116918904,0.098143513,10/3/2015,173.0140076,956,10255,37.90677146,10,15793.5,204.40001,459.2474736,0,0,0,5.194470619,29,67,55,12970.5,10584,25.18740044,0,"{""type"":""Point"",""coordinates"":[27.5580005645752,-25.20639038085938]}"
00000000000000001d7c,121,464,7549,-26.861111,28.88472176,,,10/3/2015,142.1640015,1525,,43.70366545,12,,182.40001,129.3694391,0,0,0,2.784306215,32,67,54,,,20.56533012,0,"{""type"":""Point"",""coordinates"":[28.884721755981445,-26.861111]}"
00000000000000001d7d,20,715,7550,-26.64805603,27.089444,-0.205915623,0.104822031,10/3/2015,237.151001,1357,9477,41.50371998,10,17762.5,197.3,592.6822819,0,0,0,1.037605708,25,62,62,14392,10707.5,22.2204408,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
00000000000000001d7e,37,215.3999939,7551,-27.80277824,28.76833344,,,10/3/2015,68.52200317,1562,,50.98558017,10,,181.8,25.10478839,0,0,0,9.528580035,32,65,51,,,19.12034314,0,"{""type"":""Point"",""coordinates"":[28.768333435058594,-27.80277824401856]}"
00000000000000001d7f,148,962,7552,-26.98472222,26.63227778,-0.205177051,0.031633602,10/3/2015,196.4210052,1289,10639.5,37.05563711,10,17186.5,207.8,44422.56933,0,0,0,5.189790205,27,68,58,16132.5,13262,23.20546684,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
00000000000000001d80,167,350,7553,-28.141944,26.41777802,-0.239094697,-0.006584055,10/3/2015,151.0200043,1269,9951.5,41.72925815,10,15993.5,220.40001,48.84795512,0,0,0,2.971977294,28,70,57,16205.5,13426.5,22.68707492,0,"{""type"":""Point"",""coordinates"":[26.417778015136722,-28.141944]}"
00000000000000001d81,37,1241.800049,7554,-34.250556,20.99250031,-0.152728139,0.022073092,21-08-2013,60.06999969,31,8890,75.53158659,9,12641,168.1,77.13635747,1.64065298,0,1.64065298,18.15443456,18,71,68,12095,10089,9.230585353,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d82,187,1098,7555,-28.11750031,26.71944427,-0.185008042,0.005735391,10/3/2015,150.8029938,1283,9627.5,40.42579498,10,14160,216.3,133.6566208,0,0,0,4.744318206,25,67,61,13998.5,11588,22.83941867,0,"{""type"":""Point"",""coordinates"":[26.719444274902344,-28.11750030517578]}"
00000000000000001d83,20,227.1000061,7556,-28.69485092,28.23487091,-0.136495223,0.105104192,10/3/2015,102.6880035,1597,8948.5,56.72363623,10,14544,186.40001,1137.156286,0,28.9343563,28.9343563,2.307897645,23,64,57,11777.5,9813,17.86310031,0,"{""type"":""Point"",""coordinates"":[28.23487091064453,-28.69485092163086]}"
00000000000000001d84,42,258.2000122,7557,-29.615556,27.065278,-0.102085853,0.048667461,10/3/2015,85.71800232,1435,10579,48.8249957,10,14313,208.7,680.3572999,19.59583092,0,19.59583092,3.328525256,23,69,58,12984.5,11398,20.53351046,0,"{""type"":""Point"",""coordinates"":[27.065278,-29.615556]}"
00000000000000001d85,20,139,7558,-28.88333321,27.88999939,-0.137992541,0.126245022,10/3/2015,55.60599899,1551,9303,55.2954084,13,15830.5,190.6,51027.19294,0,0,0,4.615288416,20,64,61,12281.5,10167.5,18.23297335,0,"{""type"":""Point"",""coordinates"":[27.88999938964844,-28.883333206176754]}"
00000000000000001d86,50,698.75,7559,-34.250556,20.99250031,-0.135329217,0.050900482,15-04-2014,91.67900085,31,8549,65.11670233,9,12429,174.6,77.13635747,0,10.4456441,10.4456441,18.15443456,18,71,68,11225,9397,16.3773819,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d87,25,528,7560,-34.250556,20.99250031,-0.103114901,0.071924694,20-05-2014,84.31700134,31,8256.5,75.93908066,9,11729,174.6,77.13635747,0,0,0,18.15443456,18,71,68,10155,8725.5,15.60178909,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d88,35,528,7561,-34.250556,20.99250031,-0.009852511,0.116405434,19-06-2014,97.52700043,31,4145.5,56.96245553,9,5342,174.6,77.13635747,0,5.242865086,5.242865086,18.15443456,18,71,68,4228,3993.5,10.43809217,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d89,90,528,7562,-34.250556,20.99250031,-0.073660258,0.074602097,15-07-2014,116.5159988,31,7938.5,65.97105968,9,10684.5,188.3,77.13635747,0,0,0,18.15443456,18,71,68,9201,8256.5,12.07547213,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d8a,60,528,7563,-34.250556,20.99250031,-0.181606974,0.012495675,25-09-2014,113.2320023,31,8894.5,68.13742134,9,13167,188.3,77.13635747,0,0,10.64420888,18.15443456,18,71,68,12842,10641,15.69047508,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001d8b,106,110.6999969,7564,-31.39599991,29.26510048,0.159412917,0.173643411,10/3/2015,42.40999985,115,11395,65.46929231,10,11733.5,155.7,1396.444121,5.146723628,0,6.578956748,7.456679511,22,70,59,8261.5,7966.5,24.97296359,64,"{""type"":""Point"",""coordinates"":[29.26510047912597,-31.39599990844726]}"
00000000000000001d8c,130,246.1000061,7565,-31.55472183,29.24555588,-0.209761141,0.096701565,10/3/2015,78.71499634,234,9172.5,70.01711963,9,17048.5,145.2,3636.221754,4.716094908,0,9.432189815,26.23692985,27,66,50,14042,10675,24.5333477,0,"{""type"":""Point"",""coordinates"":[29.245555877685547,-31.554721832275398]}"
00000000000000001d8d,108,322.8999939,7566,-28.33833313,31.37361145,-0.077468105,0.010073543,10/3/2015,125.0270004,444,10286,54.09816567,10,12258,164.90001,3187.27372,0,0,0,2.30137094,24,67,62,12013.5,10552,24.58852348,35,"{""type"":""Point"",""coordinates"":[31.373611450195312,-28.33833312988281]}"
00000000000000001d8e,20,192.3000031,7567,-28.06833267,31.54999924,-0.228628392,0.036241482,10/3/2015,63.95999908,242,9479,51.3321522,10,16233.5,176.1,1793.046121,0,0,0,5.078355109,26,68,59,15098,12499,25.38417778,0,"{""type"":""Point"",""coordinates"":[31.54999923706055,-28.06833267211914]}"
00000000000000001d8f,20,230.8000031,7568,-29.16166687,23.696389,0.123512731,-4.00E-04,11/3/2015,88.8259964,986,9608,53.38515388,7,7489.5,232.1,74.37849792,6.222230018,0,6.222230018,0,27,72,52,7495.5,7472.5,23.95209211,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
00000000000000001d90,20,92,7569,-24.282222,28.090278,,,11/3/2015,27.36700058,1136,,38.49509949,10,,187.3,3821.550311,0,0,0,1.376529947,20,64,69,,,23.81187401,0,"{""type"":""Point"",""coordinates"":[28.090278,-24.282222000000004]}"
00000000000000001d91,20,170,7570,-22.76972198,30.88694382,-0.213710493,0.038841174,11/3/2015,64.60900116,429,9715,45.51647517,10,16208,183.1,14127.59276,0,0,0,4.421744525,19,67,68,14996,11580,26.05634015,0,"{""type"":""Point"",""coordinates"":[30.886943817138672,-22.769721984863285]}"
00000000000000001d92,20,445,7571,-28.44555556,32.32500076,-0.148602711,0.161728932,11/3/2015,156.1349945,11,9642.5,75.16673868,12,18028,162.3,2135.803962,0,0,0,1.054722707,28,62,56,13008.5,10395,25.08400942,0,"{""type"":""Point"",""coordinates"":[32.32500076293945,-28.445555560000003]}"
00000000000000001d93,22,290.8999939,7572,-27.00222015,28.76527977,-0.165545144,-0.008250975,11/3/2015,108.7679977,1497,9951.5,53.69553996,12,13672.5,183.40001,14.21860327,8.841581095,0,8.841581095,2.968161592,27,69,57,13900,11319,19.81154849,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
00000000000000001d94,46,269.3999939,7573,-27.02313995,28.59388924,-0.010727115,0.056104389,11/3/2015,93.82499695,1493,9983,53.14940256,13,11412,185.5,8456.467789,13.33593351,0,13.33593351,5.882007317,29,65,57,10199.5,9305,20.03819237,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
00000000000000001d95,30,118.3000031,7574,-27.273889,28.48999977,-0.005765676,0.130461744,11/3/2015,44.03099823,1502,9010,57.64414368,13,11849.5,186.7,13783.02401,10.06980581,0,23.84048418,13.45025376,25,64,60,9114.5,8086.5,19.40879784,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
00000000000000001d96,20,97.30000305,7575,-27.42749977,28.52583313,-0.222718964,0.260453159,11/3/2015,35.34799957,1513,8823.5,59.13930929,12,23656.5,186.1,28.86670628,12.52344418,0,23.98220444,4.27352172,23,71,66,13880,10145,19.11420148,0,"{""type"":""Point"",""coordinates"":[28.525833129882812,-27.427499771118168]}"
00000000000000001d97,24,204,7576,-27.29999924,28.586944,-0.219792865,0.009218075,11/3/2015,73.31999969,1513,9831,57.72654438,10,15656,185.6,11.99283054,14.6821107,0,20.69052414,11.64384773,25,67,61,15370,12142.5,19.23619041,0,"{""type"":""Point"",""coordinates"":[28.586943999999995,-27.299999237060543]}"
00000000000000001d98,24,623,7577,-28.141944,26.41777802,-0.239094697,-0.006584055,11/3/2015,140.0209961,1269,9951.5,47.93622165,10,15993.5,220.40001,48.84795512,0,0,0,2.971977294,28,70,57,16205.5,13426.5,22.50800031,0,"{""type"":""Point"",""coordinates"":[26.417778015136722,-28.141944]}"
00000000000000001d99,187,1324,7578,-28.11750031,26.71944427,-0.185008042,0.005735391,11/3/2015,218.3930054,1283,9627.5,49.80616835,10,14160,216.3,133.6566208,0,0,0,4.744318206,25,67,61,13998.5,11588,22.09816958,0,"{""type"":""Point"",""coordinates"":[26.719444274902344,-28.11750030517578]}"
00000000000000001d9a,20,1082,7579,-28.11666679,26.725278,-0.179920543,0.053141458,11/3/2015,154.4179993,1289,9340.5,49.80616835,10,14947.5,216.3,119.0446899,0,0,0,6.408192064,23,67,64,13439,10838,22.09816958,0,"{""type"":""Point"",""coordinates"":[26.725278,-28.116666793823242]}"
00000000000000001d9b,20,241.6000061,7580,-27.671111,27.2369442,-0.129539249,0.071112841,11/3/2015,82.6210022,1343,10121.5,46.21578184,13,15145,209.5,12766.37872,0,0,0,4.282532506,30,67,54,13134,10747.5,22.15098534,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
00000000000000001d9c,68,205.3000031,7581,-34.092222,21.295278,-0.284443762,-0.065054923,29-11-2011,7.024000168,96,10479.5,59.64509915,12,16513,181.40001,4429.036791,0,0,21.01159773,2.780288516,19,66,60,18811,14816,20.66970406,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
00000000000000001d9d,20,134.1000061,7582,-34.092222,21.295278,,,18-04-2012,15.60499954,96,,71.91514737,12,,167,4429.036791,0,0,0,2.780288516,19,66,60,,,16.30867348,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
00000000000000001d9e,20,220.1000061,7583,-30.1600914,27.4012394,-0.154320988,0.060899261,11/3/2015,97.37000275,1417,10275,64.81159255,10,15844,201.2,245.4018811,14.33461468,7.622559266,21.95717394,5.100532597,21,66,60,14025,11877,19.14553286,0,"{""type"":""Point"",""coordinates"":[27.4012393951416,-30.160091400146484]}"
00000000000000001d9f,10,313.7000122,7584,-34.092222,21.295278,,,12/6/2012,17.62199974,96,,77.69125582,12,,167,4429.036791,0,0,0,2.780288516,19,66,60,,,10.23464165,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
00000000000000001da0,22,195.5,7585,-30.33611107,27.35944366,0.045597184,0.099600978,11/3/2015,85.88300323,1384,9579.5,64.65108283,10,10678.5,201.5,5.312697351,14.86337283,0.917455842,15.78082868,2.836746042,25,67,54,8744,8244.5,18.83311424,57,"{""type"":""Point"",""coordinates"":[27.359443664550785,-30.33611106872559]}"
